16788,478
39464,389
26026,389
67211,296
69209,263
3541,246
2278,240
2150,238
28431,233
65760,227
45191,225
66358,188
32964,188
60580,184
67500,176
8788,174
54316,171
47489,167
56544,163
38839,163
21926,153
9946,153
63191,152
62533,152
48946,150
63977,146
49102,145
25174,145
41726,142
62585,140
6031,138
19823,136
56338,134
67245,133
32162,130
46909,127
18614,126
17502,124
104,123
27905,123
50570,123
50074,122
47836,121
32566,120
27262,118
4211,117
20556,117
25874,116
57763,116
51747,115
26166,115
66590,112
12294,112
68978,112
37903,111
38239,111
69126,111
59531,110
62783,110
28489,109
25746,107
21846,105
49158,105
11632,105
14417,104
34370,103
58303,102
41991,101
66631,101
31005,101
41564,100
13480,100
42754,100
8770,100
22386,99
42446,99
51179,98
24893,97
33604,97
48408,97
20012,97
66469,96
55190,96
49577,95
7402,95
4427,95
44817,95
68957,95
4439,95
14990,95
31262,94
33507,93
62513,93
55231,92
40255,92
19671,91
58360,91
67906,91
40406,90
33026,89
2745,89
51596,89
3233,88
48427,87
59922,87
38639,87
18191,87
65223,86
50174,86
41505,86
68835,86
19370,86
67983,86
8957,85
20415,85
55571,85
26715,85
39898,84
19680,84
25529,84
13550,84
1589,83
31173,82
28443,82
24769,82
4610,82
28238,82
59194,82
27116,81
56767,81
3543,81
16529,80
14085,80
36444,80
51615,79
39586,79
42967,79
6169,79
64507,79
34595,78
1151,78
26233,78
61284,78
50373,78
51137,78
35619,78
49945,77
53260,77
49830,77
19270,77
13251,77
34887,77
69151,76
18227,76
50719,75
18676,75
11504,75
47922,75
64425,75
57262,75
35950,75
43761,74
13728,74
1172,74
56800,74
54833,74
1009,73
17964,73
4902,73
62809,73
17106,72
65296,72
42331,72
49817,72
38322,72
37636,71
60174,71
67749,71
68220,71
43769,71
9251,71
3213,71
32984,70
33599,70
42689,70
15999,69
40981,69
9408,69
67283,68
7191,68
9485,68
11464,68
52212,68
35576,67
28020,67
62,67
48481,66
13578,66
25568,66
8425,66
2609,66
7500,66
14836,66
45641,66
28737,65
62984,65
28404,65
9573,65
44254,65
47737,65
11333,64
67573,64
8304,64
46555,64
36689,64
68233,64
18437,64
854,64
41985,63
19603,63
1191,63
67505,63
32482,63
730,63
54483,63
58050,63
49683,63
11666,63
32242,63
47921,62
43617,62
23504,62
26290,62
8055,62
38326,62
270,62
42619,61
29848,61
30917,61
34875,61
13360,61
10896,61
12697,61
5819,61
21121,60
40584,60
26318,60
6273,60
7900,60
39446,60
40104,60
25848,60
57460,60
12721,59
8226,59
4370,59
12546,59
55212,59
11605,59
4247,59
5411,59
67111,59
49964,58
1429,58
13644,58
10714,58
57306,58
55516,58
28403,58
62687,58
67320,58
66889,58
6068,57
23432,57
62862,57
59876,57
28187,57
9213,57
12355,57
23468,57
8864,57
10647,57
67796,57
10506,57
64621,57
67827,57
18512,57
8433,56
26430,56
32209,56
37501,56
20101,56
53546,56
35996,56
3857,56
47591,56
12690,56
1010,55
15624,55
10364,55
14081,55
64984,55
47262,55
1143,55
40486,55
14018,54
13304,54
26808,54
53300,54
45004,54
50655,54
45664,54
55082,54
7603,54
28682,54
17177,54
56399,54
68557,54
60522,54
43199,54
18897,54
32548,54
62094,53
21644,53
57496,53
15205,53
68883,53
51132,53
42429,53
47103,53
69226,53
10716,53
52864,53
115,53
23154,52
36453,52
43269,52
421,52
58536,52
64308,52
44562,52
23524,52
41120,52
43452,52
57219,52
6942,52
25937,52
36450,51
1451,51
20352,51
32027,51
8745,51
56653,51
46739,51
32280,51
64852,51
63171,51
36748,51
28840,51
10295,50
62801,50
68930,50
57525,50
16765,50
43669,50
45090,50
20431,50
29656,50
6512,50
66019,49
29265,49
10094,49
19043,49
40013,49
40261,49
40459,49
29992,49
17742,49
34066,49
15857,49
18393,49
41173,48
41184,48
16837,48
38071,48
34485,48
12168,48
18221,48
33808,48
46115,48
49046,48
48357,48
27860,48
65394,48
54821,48
54134,48
58672,48
21770,48
40857,48
49269,48
4185,48
42751,48
28592,48
20729,48
21105,48
59783,47
16698,47
10700,47
7476,47
21543,47
42913,47
25952,47
41427,47
66396,47
47706,47
62633,47
10570,47
10149,47
57869,47
33410,47
31853,47
26668,46
55595,46
37081,46
32213,46
53802,46
21295,46
58840,46
2511,46
13931,46
11624,46
66081,46
60853,46
17140,46
59277,46
22354,46
33835,46
66978,46
65246,46
68498,46
58686,45
13688,45
10884,45
22446,45
69217,45
64640,45
14503,45
1886,45
23223,45
58032,45
61504,45
46353,45
3668,45
9957,45
18488,45
40546,45
63670,45
11156,44
43930,44
61739,44
56716,44
33136,44
45920,44
28789,44
38434,44
28088,44
48695,44
31478,44
6508,44
44476,44
61793,44
23411,44
57126,44
56627,44
21761,44
41085,43
22500,43
36244,43
21603,43
7997,43
3546,43
28246,43
30482,43
29662,43
48004,43
5629,43
57592,43
8648,43
30550,43
1823,43
69311,43
37315,43
65780,43
23427,43
59727,43
1923,42
40081,42
63908,42
61772,42
40428,42
51031,42
10223,42
55502,42
9782,42
29164,42
10192,42
38503,42
35837,42
22525,42
16165,42
50486,42
24064,42
39892,42
205,42
50569,42
53207,42
31240,42
53856,42
52262,41
8082,41
7025,41
9947,41
38485,41
30559,41
33656,41
55151,41
17114,41
51776,41
55539,41
28750,41
20462,41
58554,41
59066,41
40222,41
4394,41
29724,41
51974,41
23400,41
4235,41
33711,41
25376,41
38518,41
66141,41
20610,40
9367,40
35779,40
24766,40
32723,40
57056,40
1391,40
7215,40
20319,40
33814,40
30519,40
21391,40
44974,40
36320,40
32121,40
4520,40
68543,40
62583,40
63706,40
14132,40
67224,40
61775,39
43084,39
60450,39
8858,39
36631,39
41333,39
24221,39
7329,39
32767,39
23580,39
53959,39
55311,39
22049,39
26725,39
25512,39
35963,39
39114,39
13494,39
30882,39
66123,39
13897,39
27929,39
44698,39
47111,39
13723,39
21786,39
62381,39
59101,39
7170,39
40024,39
33898,39
57595,38
47605,38
3411,38
41318,38
53285,38
30355,38
34551,38
56431,38
5879,38
15091,38
4042,38
46705,38
63435,38
54599,38
1245,38
15147,38
26803,38
241,38
63581,38
64302,38
29247,38
37422,38
44966,38
24085,38
37182,38
36081,38
57671,38
67564,38
42826,38
39245,38
45321,38
26322,38
57521,38
57588,38
22971,38
37179,38
30020,38
49299,37
56626,37
6236,37
50323,37
52015,37
51862,37
45181,37
12055,37
44976,37
36288,37
46932,37
31955,37
20222,37
45312,37
8223,37
23604,37
43037,37
2284,37
36915,37
69045,37
50502,37
41874,37
29017,37
33030,37
30340,37
66639,37
18741,37
35371,37
25637,37
23789,37
12558,37
18471,36
47555,36
1217,36
28241,36
38003,36
14965,36
50498,36
24027,36
65439,36
55464,36
66875,36
26637,36
2528,36
61169,36
20303,36
41055,36
32713,36
6298,36
62504,36
5448,36
32985,36
1443,36
47597,36
24786,36
8403,36
14286,36
48115,36
34127,36
16829,36
35842,36
18812,36
53129,36
981,35
65840,35
53314,35
44764,35
46561,35
60413,35
2322,35
56620,35
41015,35
43652,35
39745,35
25019,35
40814,35
61564,35
55411,35
15935,35
49154,35
722,35
29006,35
22980,35
50010,35
16412,35
9397,35
10602,35
33465,35
32060,35
